GO_ID,term,GOSlim_bin,aspect
GO:0007600,sensory perception,other biological processes,P
GO:0007601,visual perception,other biological processes,P
GO:0007602,phototransduction,other biological processes,P
GO:0007603,"phototransduction, visible light",other biological processes,P
GO:0007604,"phototransduction, UV",other biological processes,P
GO:0007605,sensory perception of sound,other biological processes,P
GO:0007606,sensory perception of chemical stimulus,other biological processes,P
GO:0007608,sensory perception of smell,other biological processes,P
GO:0007610,behavior,other biological processes,P
GO:0007611,learning or memory,other biological processes,P
GO:0007612,learning,other biological processes,P
GO:0007613,memory,other biological processes,P
GO:0007614,short-term memory,other biological processes,P
GO:0007615,anesthesia-resistant memory,other biological processes,P
GO:0007616,long-term memory,other biological processes,P
GO:0007617,mating behavior,other biological processes,P
GO:0007618,mating,other biological processes,P
GO:0007619,courtship behavior,other biological processes,P
GO:0007620,copulation,other biological processes,P
GO:0007621,negative regulation of female receptivity,other biological processes,P
GO:0007622,rhythmic behavior,other biological processes,P
GO:0007623,circadian rhythm,other biological processes,P
GO:0007624,ultradian rhythm,other biological processes,P
GO:0007625,grooming behavior,other biological processes,P
GO:0007626,locomotory behavior,other biological processes,P
GO:0007628,adult walking behavior,other biological processes,P
GO:0007629,flight behavior,other biological processes,P
GO:0007630,jump response,other biological processes,P
GO:0007631,feeding behavior,other biological processes,P
GO:0007632,visual behavior,other biological processes,P
GO:0007633,pattern orientation,other biological processes,P
GO:0007634,optokinetic behavior,other biological processes,P
GO:0007635,chemosensory behavior,other biological processes,P
GO:0007636,chemosensory jump behavior,other biological processes,P
GO:0007637,proboscis extension reflex,other biological processes,P
GO:0007638,mechanosensory behavior,other biological processes,P
GO:0007639,homeostasis of number of meristem cells,developmental processes,P
GO:0008002,lamina lucida,extracellular matrix,C
GO:0008003,lamina densa,extracellular matrix,C
GO:0008004,lamina reticularis,extracellular matrix,C
GO:0008009,chemokine activity,signal transduction activity,F
GO:0008010,structural constituent of chitin-based larval cuticle,other molecular function,F
GO:0008011,structural constituent of pupal chitin-based cuticle,other molecular function,F
GO:0008012,structural constituent of adult chitin-based cuticle,other molecular function,F
GO:0008013,beta-catenin binding,other molecular function,F
GO:0008015,blood circulation,other biological processes,P
GO:0008016,regulation of heart contraction,other biological processes,P
GO:0008017,microtubule binding,cytoskeletal activity,F
GO:0008020,G-protein coupled photoreceptor activity,signal transduction activity,F
GO:0008021,synaptic vesicle,other cellular component,C
GO:0008022,protein C-terminus binding,other molecular function,F
GO:0008023,transcription elongation factor complex,nucleus,C
GO:0008024,positive transcription elongation factor complex b,nucleus,C
GO:0008026,ATP-dependent helicase activity,other molecular function,F
GO:0008028,monocarboxylic acid transmembrane transporter activity,transporter activity,F
GO:0008029,pentraxin receptor activity,signal transduction activity,F
GO:0008030,neuronal pentraxin receptor activity,signal transduction activity,F
GO:0008031,eclosion hormone activity,signal transduction activity,F
GO:0008033,tRNA processing,RNA metabolism,P
GO:0008034,lipoprotein binding,other molecular function,F
GO:0008035,high-density lipoprotein binding,other molecular function,F
GO:0008036,diuretic hormone receptor activity,signal transduction activity,F
GO:0008037,cell recognition,other biological processes,P
GO:0008038,neuron recognition,other biological processes,P
GO:0008039,synaptic target recognition,other biological processes,P
GO:0008043,intracellular ferritin complex,other cellular component,C
GO:0008045,motor axon guidance,developmental processes,P
GO:0008045,motor axon guidance,cell organization and biogenesis,P
GO:0008046,axon guidance receptor activity,signal transduction activity,F
GO:0008047,enzyme activator activity,enzyme regulator activity,F
GO:0008048,calcium sensitive guanylate cyclase activator activity,enzyme regulator activity,F
GO:0008049,male courtship behavior,other biological processes,P
GO:0008050,female courtship behavior,other biological processes,P
GO:0008052,sensory organ boundary specification,developmental processes,P
GO:0008053,mitochondrial fusion,cell organization and biogenesis,P
GO:0008054,cyclin catabolic process,protein metabolism,P
GO:0008055,ocellus pigment biosynthetic process,other metabolic processes,P
GO:0008056,ocellus development,developmental processes,P
GO:0008057,eye pigment granule organization,cell organization and biogenesis,P
GO:0008058,ocellus pigment granule organization,cell organization and biogenesis,P
GO:0008060,ARF GTPase activator activity,enzyme regulator activity,F
GO:0008061,chitin binding,other molecular function,F
GO:0008062,eclosion rhythm,developmental processes,P
GO:0008063,Toll signaling pathway,signal transduction,P
GO:0008064,regulation of actin polymerization or depolymerization,protein metabolism,P
GO:0008064,regulation of actin polymerization or depolymerization,cell organization and biogenesis,P
GO:0008065,establishment of blood-nerve barrier,developmental processes,P
GO:0008066,glutamate receptor activity,signal transduction activity,F
GO:0008068,extracellular-glutamate-gated chloride channel activity,transporter activity,F
GO:0008069,"dorsal/ventral axis specification, ovarian follicular epithelium",developmental processes,P
GO:0008069,"dorsal/ventral axis specification, ovarian follicular epithelium",cell organization and biogenesis,P
GO:0008070,"maternal determination of dorsal/ventral axis, ovarian follicular epithelium, germ-line encoded",developmental processes,P
GO:0008070,"maternal determination of dorsal/ventral axis, ovarian follicular epithelium, germ-line encoded",cell organization and biogenesis,P
GO:0008071,"maternal determination of dorsal/ventral axis, ovarian follicular epithelium, soma encoded",developmental processes,P
GO:0008071,"maternal determination of dorsal/ventral axis, ovarian follicular epithelium, soma encoded",cell organization and biogenesis,P
GO:0008073,ornithine decarboxylase inhibitor activity,enzyme regulator activity,F
GO:0008074,"guanylate cyclase complex, soluble",cytosol,C
GO:0008076,voltage-gated potassium channel complex,plasma membrane,C
GO:0008076,voltage-gated potassium channel complex,other membranes,C
GO:0008078,mesodermal cell migration,developmental processes,P
GO:0008079,translation termination factor activity,nucleic acid binding activity,F
GO:0008080,N-acetyltransferase activity,other molecular function,F
GO:0008081,phosphoric diester hydrolase activity,other molecular function,F
GO:0008083,growth factor activity,signal transduction activity,F
GO:0008084,imaginal disc growth factor activity,signal transduction activity,F
GO:0008086,light-activated voltage-gated calcium channel activity,transporter activity,F
GO:0008087,light-activated voltage-gated calcium channel complex,plasma membrane,C
GO:0008087,light-activated voltage-gated calcium channel complex,other membranes,C
GO:0008088,axon cargo transport,transport,P
GO:0008089,anterograde axon cargo transport,transport,P
GO:0008090,retrograde axon cargo transport,transport,P
GO:0008091,spectrin,cytoskeleton,C
GO:0008092,cytoskeletal protein binding,cytoskeletal activity,F
GO:0008093,cytoskeletal adaptor activity,cytoskeletal activity,F
GO:0008094,DNA-dependent ATPase activity,other molecular function,F
GO:0008095,"inositol-1,4,5-trisphosphate receptor activity",signal transduction activity,F
GO:0008096,juvenile hormone epoxide hydrolase activity,other molecular function,F
GO:0008097,5S rRNA binding,nucleic acid binding activity,F
GO:0008098,5S rRNA primary transcript binding,nucleic acid binding activity,F
GO:0008101,decapentaplegic receptor signaling pathway,signal transduction,P
GO:0008103,oocyte microtubule cytoskeleton polarization,developmental processes,P
GO:0008103,oocyte microtubule cytoskeleton polarization,cell organization and biogenesis,P
GO:0008104,protein localization,other biological processes,P
GO:0008105,asymmetric protein localization,other biological processes,P
GO:0008106,alcohol dehydrogenase (NADP+) activity,other molecular function,F
GO:0008107,galactoside 2-alpha-L-fucosyltransferase activity,other molecular function,F
GO:0008108,UDP-glucose:hexose-1-phosphate uridylyltransferase activity,other molecular function,F
GO:0008109,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity",other molecular function,F
GO:0008110,L-histidine:2-oxoglutarate aminotransferase activity,other molecular function,F
GO:0008111,alpha-methylacyl-CoA racemase activity,other molecular function,F
GO:0008112,nicotinamide N-methyltransferase activity,other molecular function,F
GO:0008113,peptide-methionine-(S)-S-oxide reductase activity,other molecular function,F
GO:0008114,phosphogluconate 2-dehydrogenase activity,other molecular function,F
GO:0008115,sarcosine oxidase activity,other molecular function,F
GO:0008116,prostaglandin-I synthase activity,other molecular function,F
GO:0008117,sphinganine-1-phosphate aldolase activity,other molecular function,F
GO:0008118,"N-acetyllactosaminide alpha-2,3-sialyltransferase activity",other molecular function,F
GO:0008119,thiopurine S-methyltransferase activity,other molecular function,F
GO:0008120,ceramide glucosyltransferase activity,other molecular function,F
